"HGNC" "ENST"
"DDR1-208" "ENST00000376575.3"
"DDR2-001" "ENST00000367922.2"
"DDRGK1-001" "ENST00000354488.3"
"DDT-001" "ENST00000350608.3"
"DDX1-201" "ENST00000233084.3"
"DDX10-001" "ENST00000322536.3"
"DDX11-001" "ENST00000542838.1"
"DDX18-001" "ENST00000263239.2"
"DDX19A-001" "ENST00000302243.7"
"DDX19B-001" "ENST00000288071.6"
"DDX20-001" "ENST00000369702.4"
"DDX21-001" "ENST00000354185.4"
"DDX23-001" "ENST00000308025.2"
"DDX24-001" "ENST00000330836.5"
"DDX26B-001" "ENST00000370752.4"
"DDX27-001" "ENST00000371764.4"
"DDX28-001" "ENST00000332395.5"
"DDX31-001" "ENST00000372159.3"
"DDX39A-001" "ENST00000242776.4"
"DDX39B-001" "ENST00000396172.1"
"DDX3X-001" "ENST00000399959.2"
"DDX41-001" "ENST00000507955.1"
"DDX42-201" "ENST00000389924.2"
"DDX46-001" "ENST00000452510.2"
"DDX47-001" "ENST00000358007.3"
"DDX49-001" "ENST00000247003.4"
"DDX5-003" "ENST00000540698.2"
"DDX50-001" "ENST00000373585.3"
"DDX51-001" "ENST00000397333.3"
"DDX52-001" "ENST00000349699.2"
"DDX54-001" "ENST00000314045.7"
"DDX55-001" "ENST00000238146.3"
"DDX56-001" "ENST00000258772.5"
"DDX58-001" "ENST00000379883.2"
"DDX59-002" "ENST00000331314.6"
"DDX6-201" "ENST00000534980.1"
"DDX60-001" "ENST00000393743.3"
"DDX60L-001" "ENST00000511577.1"
"DEAF1-001" "ENST00000382409.3"
"DECR1-001" "ENST00000220764.2"
"DECR2-001" "ENST00000219481.5"
"DEDD-205" "ENST00000545495.1"
"DEDD2-011" "ENST00000336034.4"
"DEF6-001" "ENST00000316637.5"
"DEF8-003" "ENST00000563594.1"
"DEGS1-001" "ENST00000323699.4"
"DEK-001" "ENST00000397239.3"
"DENND1A-002" "ENST00000373624.2"
"DENND1C-001" "ENST00000381480.2"
"DENND2D-002" "ENST00000357640.4"
"DENND3-001" "ENST00000519811.1"
"DENND4A-001" "ENST00000443035.3"
"DENND4B-001" "ENST00000361217.4"
"DENND4C-005" "ENST00000380437.3"
"DENND5A-001" "ENST00000328194.3"
"DENND5B-001" "ENST00000389082.5"
"DENND6A-001" "ENST00000311128.5"
"DENND6B-001" "ENST00000413817.2"
"DENR-001" "ENST00000280557.6"
"DEPDC1-001" "ENST00000370966.5"
"DEPDC1B-001" "ENST00000265036.5"
"DEPDC5-006" "ENST00000382112.3"
"DEPDC7-001" "ENST00000241051.3"
"DERA-001" "ENST00000428559.2"
"DERL1-001" "ENST00000259512.3"
"DERL2-001" "ENST00000158771.4"
"DERL3-003" "ENST00000476077.1"
"DESI1-001" "ENST00000263256.6"
"DESI2-001" "ENST00000302550.11"
"DEXI-001" "ENST00000331808.4"
"DFFA-001" "ENST00000377038.3"
"DFFB-001" "ENST00000378209.3"
"DFNA5-001" "ENST00000342947.3"
"DGAT1-001" "ENST00000332324.4"
"DGAT2-201" "ENST00000228027.6"
"DGCR14-001" "ENST00000252137.6"
"DGCR2-001" "ENST00000263196.7"
"DGCR6L-001" "ENST00000248879.3"
"DGCR8-001" "ENST00000351989.3"
"DGKA-012" "ENST00000551156.1"
"DGKD-001" "ENST00000264057.2"
"DGKE-001" "ENST00000284061.3"
"DGKG-001" "ENST00000265022.3"
"DGKH-004" "ENST00000337343.4"
"DGKI-001" "ENST00000288490.4"
"DGKZ-001" "ENST00000343674.6"
"DGUOK-001" "ENST00000264093.4"
"DHCR24-001" "ENST00000371269.3"
"DHCR7-003" "ENST00000407721.2"
"DHDDS-001" "ENST00000360009.2"
"DHFR-001" "ENST00000439211.2"
"DHFRL1-003" "ENST00000461173.1"
"DHODH-201" "ENST00000219240.4"
"DHPS-001" "ENST00000210060.7"
"DHRS1-003" "ENST00000396813.1"
"DHRS11-001" "ENST00000251312.5"
"DHRS12-002" "ENST00000444610.2"
"DHRS13-001" "ENST00000378895.4"
"DHRS4-002" "ENST00000313250.5"
"DHRS4L2-201" "ENST00000382755.4"
"DHRS7-001" "ENST00000216500.5"
"DHRS9-201" "ENST00000412271.1"
"DHRSX-001" "ENST00000334651.5"
"DHTKD1-001" "ENST00000263035.4"
"DHX15-001" "ENST00000336812.4"
"DHX16-001" "ENST00000376442.3"
"DHX29-001" "ENST00000251636.5"
"DHX30-007" "ENST00000457607.1"
"DHX32-001" "ENST00000284690.3"
"DHX33-001" "ENST00000225296.3"
"DHX34-001" "ENST00000328771.4"
"DHX35-001" "ENST00000252011.3"
"DHX36-001" "ENST00000496811.1"
"DHX37-201" "ENST00000308736.2"
"DHX38-001" "ENST00000268482.3"
"DHX40-001" "ENST00000251241.4"
"DHX57-001" "ENST00000295373.6"
"DHX58-001" "ENST00000251642.3"
"DHX8-001" "ENST00000262415.3"
"DHX9-001" "ENST00000367549.3"
"DIABLO-003" "ENST00000443649.3"
"DIAPH1-201" "ENST00000253811.6"
"DIAPH3-001" "ENST00000400324.3"
"DICER1-201" "ENST00000393063.1"
"DIDO1-007" "ENST00000395343.1"
"DIEXF-001" "ENST00000491415.1"
"DIMT1-001" "ENST00000199320.4"
"DIP2A-201" "ENST00000318711.7"
"DIP2B-002" "ENST00000301180.5"
"DIS3-001" "ENST00000377767.4"
"DIS3L-004" "ENST00000319212.4"
"DIS3L2-015" "ENST00000409307.1"
"DKC1-001" "ENST00000369550.5"
"DLAT-001" "ENST00000280346.6"
"DLD-001" "ENST00000205402.3"
"DLEU1-033" "ENST00000378180.4"
"DLG1-001" "ENST00000346964.2"
"DLG3-003" "ENST00000194900.4"
"DLG5-001" "ENST00000372391.2"
"DLGAP4-201" "ENST00000339266.5"
"DLGAP5-001" "ENST00000247191.2"
"DLST-001" "ENST00000334220.4"
"DMAP1-002" "ENST00000315913.5"
"DMC1-001" "ENST00000216024.2"
"DMKN-001" "ENST00000339686.3"
"DMTF1-001" "ENST00000331242.7"
"DMWD-002" "ENST00000270223.6"
"DMXL1-001" "ENST00000311085.8"
"DMXL2-014" "ENST00000543779.2"
"DNA2-202" "ENST00000399180.2"
"DNAAF2-001" "ENST00000298292.8"
"DNAH1-004" "ENST00000420323.2"
"DNAH17-201" "ENST00000389840.5"
"DNAJA1-001" "ENST00000330899.4"
"DNAJA2-001" "ENST00000317089.5"
"DNAJA3-001" "ENST00000262375.6"
"DNAJA4-003" "ENST00000343789.3"
"DNAJB1-001" "ENST00000254322.2"
"DNAJB11-001" "ENST00000439351.1"
"DNAJB12-001" "ENST00000444643.2"
"DNAJB14-001" "ENST00000442697.2"
"DNAJB2-001" "ENST00000336576.5"
"DNAJB4-001" "ENST00000370763.5"
"DNAJB5-201" "ENST00000312316.5"
"DNAJB6-002" "ENST00000429029.2"
"DNAJB9-001" "ENST00000249356.3"
"DNAJC1-001" "ENST00000376980.3"
"DNAJC10-001" "ENST00000264065.6"
"DNAJC11-001" "ENST00000377577.5"
"DNAJC13-001" "ENST00000260818.6"
"DNAJC14-201" "ENST00000317269.3"
"DNAJC15-001" "ENST00000379221.2"
"DNAJC16-001" "ENST00000375847.3"
"DNAJC17-001" "ENST00000220496.4"
"DNAJC18-001" "ENST00000302060.5"
"DNAJC19-001" "ENST00000382564.2"
"DNAJC2-001" "ENST00000379263.3"
"DNAJC21-001" "ENST00000342382.4"
"DNAJC24-001" "ENST00000465995.1"
"DNAJC25-001" "ENST00000313525.3"
"DNAJC3-001" "ENST00000376795.5"
"DNAJC30-001" "ENST00000395176.1"
"DNAJC4-013" "ENST00000321460.5"
"DNAJC5-001" "ENST00000360864.4"
"DNAJC6-002" "ENST00000371069.4"
"DNAJC7-001" "ENST00000457167.3"
"DNAJC8-001" "ENST00000263697.4"
"DNAJC9-001" "ENST00000372950.4"
"DNAL1-001" "ENST00000553645.1"
"DNAL4-001" "ENST00000216068.4"
"DNASE1L1-006" "ENST00000369807.1"
"DNASE1L3-001" "ENST00000394549.2"
"DNASE2-001" "ENST00000222219.3"
"DNHD1-007" "ENST00000527990.2"
"DNLZ-001" "ENST00000371738.3"
"DNM1L-005" "ENST00000266481.6"
"DNM2-001" "ENST00000355667.6"
"DNMBP-201" "ENST00000324109.4"
"DNMT1-001" "ENST00000340748.4"
"DNMT3A-001" "ENST00000264709.3"
"DNPEP-015" "ENST00000523282.1"
"DNTTIP1-004" "ENST00000372622.3"
"DNTTIP2-001" "ENST00000436063.2"
"DOCK10-001" "ENST00000258390.7"
"DOCK11-001" "ENST00000276204.6"
"DOCK2-001" "ENST00000256935.8"
"DOCK4-005" "ENST00000428084.1"
"DOCK6-001" "ENST00000294618.7"
"DOCK8-001" "ENST00000453981.1"
"DOHH-201" "ENST00000427575.1"
"DOK1-001" "ENST00000233668.5"
"DOK2-001" "ENST00000276420.4"
"DOK3-001" "ENST00000357198.4"
"DOLK-001" "ENST00000372586.3"
"DOLPP1-001" "ENST00000372546.4"
"DOM3Z-007" "ENST00000375356.3"
"DONSON-001" "ENST00000303071.5"
"DOPEY1-002" "ENST00000349129.2"
"DOPEY2-001" "ENST00000399151.3"
"DOT1L-001" "ENST00000398665.3"
"DPAGT1-001" "ENST00000354202.4"
"DPCD-001" "ENST00000370151.4"
"DPF2-001" "ENST00000528416.1"
"DPH1-001" "ENST00000263083.6"
"DPH2-001" "ENST00000255108.3"
"DPH3-001" "ENST00000488423.1"
"DPH5-002" "ENST00000488176.1"
"DPM1-001" "ENST00000371588.5"
"DPM2-001" "ENST00000314392.8"
"DPM3-001" "ENST00000368400.4"
"DPP3-005" "ENST00000541961.1"
"DPP4-001" "ENST00000360534.3"
"DPP7-003" "ENST00000371579.2"
"DPP8-004" "ENST00000300141.6"
"DPY19L1-001" "ENST00000310974.4"
"DPY19L3-201" "ENST00000392250.2"
"DPY19L4-001" "ENST00000414645.2"
"DPY30-002" "ENST00000295066.3"
"DPYD-001" "ENST00000370192.3"
"DPYSL2-001" "ENST00000311151.5"
"DR1-001" "ENST00000370272.3"
"DRAM1-001" "ENST00000258534.8"
"DRAM2-001" "ENST00000286692.4"
"DRAP1-001" "ENST00000312515.2"
"DRG1-001" "ENST00000331457.4"
"DRG2-001" "ENST00000225729.3"
"DROSHA-002" "ENST00000511367.2"
"DSC2-001" "ENST00000280904.6"
"DSCC1-001" "ENST00000313655.4"
"DSCR3-001" "ENST00000309117.6"
"DSE-201" "ENST00000359564.2"
"DSG2-001" "ENST00000261590.8"
"DSN1-201" "ENST00000373745.3"
"DST-202" "ENST00000370754.5"
"DSTN-001" "ENST00000246069.6"
"DSTYK-001" "ENST00000367162.3"
"DTD1-001" "ENST00000377452.3"
"DTD2-001" "ENST00000310850.4"
"DTL-001" "ENST00000366991.4"
"DTNB-001" "ENST00000406818.3"
"DTNBP1-201" "ENST00000355917.3"
"DTWD1-004" "ENST00000403028.3"
"DTWD2-001" "ENST00000510708.1"
"DTX2-004" "ENST00000430490.2"
"DTX3-006" "ENST00000551632.1"
"DTX3L-001" "ENST00000296161.4"
"DTX4-001" "ENST00000227451.3"
"DTYMK-001" "ENST00000305784.2"
"DUS1L-001" "ENST00000306796.5"
"DUS2L-003" "ENST00000358896.6"
"DUS3L-001" "ENST00000309061.6"
"DUS4L-007" "ENST00000265720.3"
"DUSP1-001" "ENST00000239223.3"
"DUSP10-001" "ENST00000366899.3"
"DUSP11-001" "ENST00000272444.3"
"DUSP12-001" "ENST00000367943.4"
"DUSP14-001" "ENST00000394389.4"
"DUSP16-001" "ENST00000228862.2"
"DUSP19-001" "ENST00000354221.4"
"DUSP2-001" "ENST00000288943.4"
"DUSP22-001" "ENST00000344450.5"
"DUSP23-001" "ENST00000368109.1"
"DUSP3-001" "ENST00000226004.3"
"DUSP4-001" "ENST00000240100.2"
"DUSP5-001" "ENST00000369583.3"
"DUSP7-201" "ENST00000296483.6"
"DUT-003" "ENST00000455976.2"
"DVL1-004" "ENST00000378888.5"
"DVL2-001" "ENST00000005340.5"
"DVL3-001" "ENST00000313143.3"
"DYM-001" "ENST00000269445.6"
"DYNC1H1-001" "ENST00000360184.4"
"DYNC1I2-001" "ENST00000397119.3"
"DYNC1LI1-001" "ENST00000273130.4"
"DYNC1LI2-001" "ENST00000258198.2"
"DYNC2LI1-001" "ENST00000260605.8"
"DYNLL1-004" "ENST00000548342.1"
"DYNLL2-001" "ENST00000240343.6"
"DYNLRB1-002" "ENST00000357156.2"
"DYNLT1-001" "ENST00000367089.3"
"DYNLT3-001" "ENST00000378578.4"
"DYRK1A-006" "ENST00000398960.2"
"DYRK1B-001" "ENST00000323039.5"
"DYRK2-001" "ENST00000344096.3"
"DYRK3-001" "ENST00000367109.2"
"DYRK4-003" "ENST00000542744.1"
"DZANK1-201" "ENST00000262547.5"
"DZIP3-001" "ENST00000361582.3"
"E2F1-001" "ENST00000343380.5"
"E2F2-001" "ENST00000361729.2"
"E2F3-001" "ENST00000346618.3"
"E2F4-001" "ENST00000379378.3"
"E2F5-201" "ENST00000256117.5"
"E2F6-001" "ENST00000381525.3"
"E2F7-001" "ENST00000322886.7"
"E4F1-001" "ENST00000301727.4"
"EAF1-001" "ENST00000396842.2"
"EAF2-001" "ENST00000273668.2"
"EAPP-001" "ENST00000250454.3"
"EARS2-202" "ENST00000449606.1"
"EBAG9-001" "ENST00000337573.5"
"EBI3-001" "ENST00000221847.5"
"EBNA1BP2-001" "ENST00000236051.2"
"EBP-004" "ENST00000495186.1"
"EBPL-002" "ENST00000242827.6"
"ECD-001" "ENST00000372979.4"
"ECE1-006" "ENST00000264205.6"
"ECE2-001" "ENST00000402825.3"
"ECH1-001" "ENST00000221418.4"
"ECHDC1-013" "ENST00000531967.1"
"ECHDC2-002" "ENST00000371522.4"
"ECHDC3-001" "ENST00000379215.4"
"ECHS1-001" "ENST00000368547.3"
"ECI1-001" "ENST00000301729.4"
"ECI2-003" "ENST00000380118.3"
"ECSIT-001" "ENST00000270517.6"
"ECT2-001" "ENST00000232458.5"
"EDA2R-202" "ENST00000450752.1"
"EDC3-003" "ENST00000426797.3"
"EDC4-001" "ENST00000358933.5"
"EDEM1-001" "ENST00000256497.4"
"EDEM2-001" "ENST00000374492.3"
"EDEM3-001" "ENST00000318130.7"
"EDF1-001" "ENST00000224073.1"
"EDN1-001" "ENST00000379375.5"
"EEA1-001" "ENST00000322349.8"
"EED-001" "ENST00000263360.6"
"EEF1A1-004" "ENST00000331523.2"
"EEF1B2-001" "ENST00000236957.5"
"EEF1D-006" "ENST00000529272.1"
"EEF1E1-002" "ENST00000379715.5"
"EEF2-001" "ENST00000309311.6"
"EEF2K-001" "ENST00000263026.5"
"EEFSEC-001" "ENST00000254730.6"
"EFCAB11-001" "ENST00000316738.7"
"EFCAB13-001" "ENST00000331493.2"
"EFCAB2-003" "ENST00000366523.1"
"EFCAB4B-001" "ENST00000440314.2"
"EFCAB7-001" "ENST00000371088.4"
"EFHA1-001" "ENST00000382374.4"
"EFHC1-001" "ENST00000371068.4"
"EFHD2-001" "ENST00000375980.4"
"EFNA4-003" "ENST00000427683.2"
"EFNA5-001" "ENST00000333274.6"
"EFR3A-001" "ENST00000254624.5"
"EFTUD1-002" "ENST00000268206.7"
"EFTUD2-002" "ENST00000426333.2"
"EGLN1-001" "ENST00000366641.3"
"EGLN2-001" "ENST00000303961.4"
"EGLN3-001" "ENST00000250457.3"
"EGR1-001" "ENST00000239938.4"
"EGR2-001" "ENST00000242480.3"
"EGR3-001" "ENST00000317216.2"
"EHBP1-001" "ENST00000263991.5"
"EHBP1L1-001" "ENST00000309295.4"
"EHD1-001" "ENST00000320631.3"
"EHD4-001" "ENST00000220325.4"
"EHHADH-001" "ENST00000231887.3"
"EHMT1-001" "ENST00000460843.1"
"EHMT2-008" "ENST00000395728.3"
"EI24-201" "ENST00000278903.6"
"EID1-001" "ENST00000530028.2"
"EID2-001" "ENST00000390658.2"
"EID2B-001" "ENST00000326282.4"
"EID3-001" "ENST00000527879.1"
"EIF1-001" "ENST00000469257.1"
"EIF1AD-002" "ENST00000526451.1"
"EIF1AX-001" "ENST00000379607.5"
"EIF1B-001" "ENST00000232905.3"
"EIF2A-001" "ENST00000460851.1"
"EIF2AK1-001" "ENST00000199389.6"
"EIF2AK2-001" "ENST00000233057.4"
"EIF2AK3-001" "ENST00000303236.3"
"EIF2AK4-001" "ENST00000263791.5"
"EIF2B1-001" "ENST00000424014.2"
"EIF2B2-001" "ENST00000266126.5"
"EIF2B3-001" "ENST00000360403.2"
"EIF2B4-001" "ENST00000347454.4"
"EIF2B5-001" "ENST00000273783.3"
"EIF2C1-002" "ENST00000373204.4"
"EIF2C2-001" "ENST00000220592.5"
"EIF2C3-003" "ENST00000373191.3"
"EIF2C4-001" "ENST00000373210.3"
"EIF2D-001" "ENST00000271764.2"
"EIF2S1-003" "ENST00000256383.4"
"EIF2S2-001" "ENST00000374980.2"
"EIF2S3-001" "ENST00000253039.4"
"EIF3A-001" "ENST00000369144.3"
"EIF3B-001" "ENST00000397011.2"
"EIF3D-002" "ENST00000405442.1"
"EIF3E-001" "ENST00000220849.5"
"EIF3F-203" "ENST00000537635.1"
"EIF3G-001" "ENST00000253108.4"
"EIF3H-001" "ENST00000521861.1"
"EIF3I-001" "ENST00000373586.1"
"EIF3J-001" "ENST00000261868.5"
"EIF3K-001" "ENST00000248342.4"
"EIF3L-001" "ENST00000412331.2"
"EIF3M-001" "ENST00000531120.1"
"EIF4A1-001" "ENST00000293831.8"
"EIF4A2-004" "ENST00000440191.2"
"EIF4A3-001" "ENST00000269349.3"
"EIF4B-007" "ENST00000420463.3"
"EIF4E-005" "ENST00000504432.1"
"EIF4E2-001" "ENST00000258416.3"
"EIF4EBP1-001" "ENST00000338825.4"
"EIF4EBP2-001" "ENST00000373218.4"
"EIF4ENIF1-002" "ENST00000330125.5"
"EIF4G1-202" "ENST00000352767.3"
"EIF4H-001" "ENST00000265753.8"
"EIF5-003" "ENST00000558506.1"
"EIF5A-005" "ENST00000571955.1"
"EIF5A2-001" "ENST00000295822.2"
"EIF5AL1-001" "ENST00000520547.2"
"EIF5B-001" "ENST00000289371.5"
"EIF6-001" "ENST00000374450.3"
"ELAC1-001" "ENST00000269466.3"
"ELAC2-001" "ENST00000338034.4"
"ELAVL1-001" "ENST00000407627.2"
"ELF1-003" "ENST00000239882.3"
"ELF2-001" "ENST00000394235.1"
"ELF4-001" "ENST00000308167.5"
"ELK1-001" "ENST00000247161.3"
"ELK4-001" "ENST00000357992.4"
"ELL-001" "ENST00000262809.4"
"ELL2-001" "ENST00000237853.4"
"ELMO1-003" "ENST00000448602.1"
"ELMO2-201" "ENST00000396391.1"
"ELMOD2-001" "ENST00000323570.3"
"ELMOD3-004" "ENST00000393852.4"
"ELMSAN1-003" "ENST00000423556.1"
"ELOF1-201" "ENST00000252445.3"
"ELOVL1-001" "ENST00000372458.3"
"ELOVL5-203" "ENST00000542638.1"
"ELOVL6-002" "ENST00000302274.3"
"ELP2-001" "ENST00000358232.6"
"ELP3-001" "ENST00000256398.8"
"ELP4-001" "ENST00000350638.5"
"ELP5-003" "ENST00000396628.2"
"ELP6-001" "ENST00000296149.4"
"EMB-001" "ENST00000303221.5"
"EMC1-003" "ENST00000477853.1"
"EMC10-001" "ENST00000334976.6"
"EMC2-001" "ENST00000220853.3"
"EMC3-001" "ENST00000245046.2"
"EMC4-001" "ENST00000267750.4"
"EMC6-001" "ENST00000248378.5"
"EMC7-001" "ENST00000256545.4"
"EMC8-001" "ENST00000253457.3"
"EMC9-001" "ENST00000216799.4"
"EMD-001" "ENST00000369842.4"
"EME1-001" "ENST00000338165.4"
"EMID1-002" "ENST00000404820.3"
"EMILIN2-001" "ENST00000254528.3"
"EML2-007" "ENST00000245925.3"
"EML3-003" "ENST00000278845.4"
"EML4-001" "ENST00000318522.5"
"EMP3-001" "ENST00000270221.6"
"EMR1-002" "ENST00000312053.4"
"EMR2-001" "ENST00000315576.2"
"ENC1-001" "ENST00000302351.4"
"ENDOD1-001" "ENST00000278505.4"
"ENDOG-001" "ENST00000372642.4"
"ENDOV-002" "ENST00000518137.1"
"ENG-201" "ENST00000545345.1"
"ENGASE-003" "ENST00000300682.10"
"ENKD1-001" "ENST00000243878.4"
"ENO1-001" "ENST00000234590.4"
"ENO2-002" "ENST00000535366.1"
"ENO3-001" "ENST00000323997.6"
"ENOPH1-001" "ENST00000273920.3"
"ENOSF1-001" "ENST00000251101.7"
"ENOX2-004" "ENST00000370927.1"
"ENPP2-003" "ENST00000259486.6"
"ENPP4-201" "ENST00000321037.3"
"ENSA-001" "ENST00000369014.5"
"ENTHD2-001" "ENST00000300714.3"
"ENTPD1-008" "ENST00000371205.4"
"ENTPD4-002" "ENST00000417069.2"
"ENTPD5-001" "ENST00000334696.6"
"ENTPD6-020" "ENST00000376652.4"
"ENTPD7-001" "ENST00000370489.4"
"ENY2-003" "ENST00000521662.1"
"EOGT-002" "ENST00000383701.3"
"EP300-001" "ENST00000263253.7"
"EP400-203" "ENST00000333577.4"
"EP400NL-006" "ENST00000446190.1"
"EPB41-001" "ENST00000373798.1"
"EPB41L2-010" "ENST00000368128.2"
"EPB41L5-001" "ENST00000263713.5"
"EPC1-004" "ENST00000263062.8"
"EPC2-001" "ENST00000258484.6"
"EPDR1-201" "ENST00000559325.1"
"EPG5-001" "ENST00000282041.5"
"EPHB1-005" "ENST00000398015.3"
"EPHX1-201" "ENST00000272167.5"
"EPHX2-001" "ENST00000521400.1"
"EPM2A-002" "ENST00000367519.3"
"EPM2AIP1-201" "ENST00000322716.5"
"EPN1-002" "ENST00000270460.6"
"EPN2-001" "ENST00000314728.5"
"EPOR-001" "ENST00000222139.6"
"EPRS-001" "ENST00000366923.3"
"EPS15-001" "ENST00000371733.3"
"EPS15L1-001" "ENST00000455140.2"
"EPS8-004" "ENST00000543612.1"
"EPS8L2-003" "ENST00000533256.1"
"EPSTI1-003" "ENST00000313640.7"
"EPT1-001" "ENST00000260585.7"
"ERAL1-001" "ENST00000254928.5"
"ERAP1-001" "ENST00000296754.3"
"ERAP2-001" "ENST00000437043.3"
"ERBB2IP-002" "ENST00000284037.5"
"ERC1-015" "ENST00000546231.2"
"ERCC1-001" "ENST00000300853.3"
"ERCC2-001" "ENST00000391945.4"
"ERCC3-001" "ENST00000285398.2"
"ERCC4-001" "ENST00000311895.7"
"ERCC5-001" "ENST00000355739.4"
"ERCC6-001" "ENST00000355832.5"
"ERCC6L-002" "ENST00000334463.3"
"ERCC6L2-001" "ENST00000288985.7"
"ERCC8-001" "ENST00000265038.5"
"ERF-001" "ENST00000222329.4"
"ERGIC1-002" "ENST00000393784.3"
"ERGIC2-001" "ENST00000360150.4"
"ERGIC3-003" "ENST00000357394.4"
"ERH-001" "ENST00000557016.1"
"ERI1-201" "ENST00000250263.7"
"ERI2-201" "ENST00000357967.4"
"ERI3-001" "ENST00000372257.2"
"ERICH1-001" "ENST00000262109.7"
"ERLEC1-001" "ENST00000185150.4"
"ERLIN1-002" "ENST00000407654.3"
"ERLIN2-010" "ENST00000519638.1"
"ERMAP-003" "ENST00000372514.3"
"ERMP1-004" "ENST00000339450.5"
"ERN1-001" "ENST00000433197.2"
"ERO1L-001" "ENST00000395686.3"
"ERO1LB-001" "ENST00000354619.5"
"ERP29-001" "ENST00000261735.3"
"ERP44-001" "ENST00000262455.6"
"ESAM-001" "ENST00000278927.5"
"ESCO1-001" "ENST00000269214.5"
"ESCO2-001" "ENST00000305188.8"
"ESD-001" "ENST00000378720.3"
"ESF1-001" "ENST00000202816.1"
"ESPL1-201" "ENST00000257934.4"
"ESRRA-002" "ENST00000000442.6"
"ESYT1-004" "ENST00000267113.4"
"ETAA1-001" "ENST00000272342.5"
"ETF1-001" "ENST00000360541.5"
"ETFA-001" "ENST00000557943.1"
"ETFB-001" "ENST00000309244.4"
"ETFDH-001" "ENST00000511912.1"
"ETHE1-001" "ENST00000292147.2"
"ETNK1-001" "ENST00000266517.3"
"ETS1-003" "ENST00000319397.5"
"ETS2-002" "ENST00000360938.3"
"ETV3-002" "ENST00000368192.4"
"ETV4-005" "ENST00000393664.2"
"ETV5-001" "ENST00000306376.5"
"ETV6-001" "ENST00000396373.3"
"EVC-001" "ENST00000264956.6"
"EVI2A-002" "ENST00000247270.3"
"EVI2B-001" "ENST00000330927.4"
"EVI5-201" "ENST00000540033.1"
"EVI5L-002" "ENST00000538904.2"
"EVL-001" "ENST00000392920.3"
"EWSR1-001" "ENST00000397938.2"
"EXD2-201" "ENST00000312994.5"
"EXO1-201" "ENST00000348581.5"
"EXO5-002" "ENST00000372703.1"
"EXOC1-003" "ENST00000381295.2"
"EXOC2-002" "ENST00000230449.4"
"EXOC3-001" "ENST00000512944.1"
"EXOC4-001" "ENST00000253861.4"
"EXOC5-001" "ENST00000413566.2"
"EXOC6-001" "ENST00000260762.6"
"EXOC6B-001" "ENST00000272427.6"
"EXOC7-020" "ENST00000357231.4"
"EXOC8-201" "ENST00000360394.2"
"EXOG-001" "ENST00000287675.5"
"EXOSC1-001" "ENST00000370902.3"
"EXOSC10-001" "ENST00000376936.4"
"EXOSC2-001" "ENST00000372358.5"
"EXOSC3-001" "ENST00000327304.4"
"EXOSC4-001" "ENST00000316052.5"
"EXOSC5-001" "ENST00000221233.4"
"EXOSC6-001" "ENST00000435634.1"
"EXOSC7-001" "ENST00000265564.7"
"EXOSC8-003" "ENST00000389704.3"
"EXOSC9-001" "ENST00000243498.5"
"EXPH5-001" "ENST00000265843.4"
"EXT1-001" "ENST00000378204.2"
"EXT2-005" "ENST00000343631.3"
"EXTL2-001" "ENST00000370114.3"
"EXTL3-001" "ENST00000220562.4"
"EYA3-001" "ENST00000373871.3"
"EZH2-004" "ENST00000320356.2"
"EZR-001" "ENST00000367075.3"
"F11R-002" "ENST00000289779.3"
"F13A1-001" "ENST00000264870.3"
"F2R-001" "ENST00000319211.4"
"F8-001" "ENST00000360256.4"
"FAAH2-001" "ENST00000374900.4"
"FABP3-001" "ENST00000373713.2"
"FABP5-001" "ENST00000297258.6"
"FADD-001" "ENST00000301838.4"
"FADS1-001" "ENST00000350997.7"
"FADS2-003" "ENST00000278840.4"
"FADS3-001" "ENST00000278829.2"
"FAF1-001" "ENST00000396153.2"
"FAF2-001" "ENST00000261942.6"
"FAH-005" "ENST00000261755.5"
"FAHD1-001" "ENST00000427358.2"
"FAHD2A-002" "ENST00000447036.1"
"FAHD2B-003" "ENST00000414820.1"
"FAIM-002" "ENST00000393034.2"
"FAIM3-001" "ENST00000367091.3"
"FAM100A-001" "ENST00000283474.7"
"FAM100B-001" "ENST00000327490.6"
"FAM102A-001" "ENST00000373095.1"
"FAM102B-001" "ENST00000370035.3"
"FAM103A1-001" "ENST00000304191.3"
"FAM104A-001" "ENST00000405159.3"
"FAM104B-201" "ENST00000332132.4"
"FAM105B-001" "ENST00000284274.4"
"FAM107B-011" "ENST00000378465.3"
"FAM108A1-001" "ENST00000292577.7"
"FAM108B1-001" "ENST00000377041.2"
"FAM110A-001" "ENST00000381941.3"
"FAM111A-003" "ENST00000533703.1"
"FAM111B-001" "ENST00000343597.3"
"FAM114A1-001" "ENST00000358869.2"
"FAM114A2-006" "ENST00000520667.1"
"FAM115A-001" "ENST00000479870.1"
"FAM115C-001" "ENST00000441159.2"
"FAM117A-001" "ENST00000240364.2"
"FAM117B-001" "ENST00000392238.2"
"FAM118A-001" "ENST00000216214.3"
"FAM118B-001" "ENST00000533050.1"
"FAM120A-004" "ENST00000277165.5"
"FAM120B-202" "ENST00000537664.1"
"FAM120C-001" "ENST00000375180.2"
"FAM122A-001" "ENST00000394264.3"
"FAM122B-202" "ENST00000343004.5"
"FAM123B-002" "ENST00000330258.3"
"FAM125A-202" "ENST00000543795.1"
"FAM126A-001" "ENST00000432176.2"
"FAM126B-001" "ENST00000418596.2"
