ID,ID,ID,ID,USE,USE,MAYBE USE,MAYBE USE,MAYBE USE,MAYBE USE,,,
ENSP00000306881,ENSG00000100934,ENST00000307712,,478030,0.01,0.33,0.46,23120.26144,0.01,ENSP00000306881_ENSG00000100934_ENST00000307712;ENSP00000445393_ENSG00000100934_ENST00000545328;ENSP00000450819_ENSG00000100934_ENST00000555017;ENSP00000451230_ENSG00000100934_ENST00000556092;ENSP00000447489_ENSG00000100934_ENST00000548032;ENSP00000451999_ENSG00000100934_ENST00000555425,765,NaN
ENSP00000454038,ENSG00000100938,ENST00000557854,,204610,0.00,0.11,0.11,11020.84309,0.00,ENSP00000454038_ENSG00000100938_ENST00000557854;ENSP00000334409_ENSG00000100938_ENST00000348719;ENSP00000392859_ENSG00000100938_ENST00000420554;ENSP00000347449_ENSG00000100938_ENST00000355299;ENSP00000382369_ENSG00000100938_ENST00000399440;ENSP00000453299_ENSG00000100938_ENST00000559836;ENSP00000453355_ENSG00000100938_ENST00000559104;ENSP00000405743_ENSG00000100938_ENST00000456667;ENSP00000453537_ENSG00000100938_ENST00000559910;ENSP00000453139_ENSG00000100938_ENST00000558483;ENSP00000454138_ENSG00000100938_ENST00000558865,427,NaN
ENSP00000216832,ENSG00000100941,ENST00000216832,,4664600,0.01,0.23,0.31,221199.4421,0.01,ENSP00000216832_ENSG00000100941_ENST00000216832,717,717
ENSP00000216840,ENSG00000100949,ENST00000216840,,1057900,0.00,0.09,0.09,70901.23457,0.00,ENSP00000216840_ENSG00000100949_ENST00000216840;ENSP00000382341_ENSG00000100949_ENST00000399409;ENSP00000453207_ENSG00000100949_ENST00000558376;ENSP00000453890_ENSG00000100949_ENST00000559974,567,NaN
ENSP00000216951,ENSG00000100983,ENST00000216951,,8709400,0.03,0.54,0.78,496097.0464,0.02,ENSP00000216951_ENSG00000100983_ENST00000216951;ENSP00000407517_ENSG00000100983_ENST00000451957;ENSP00000439744_ENSG00000100983_ENST00000541098,474,NaN
ENSP00000216962,ENSG00000100994,ENST00000216962,,312000,0.00,0.05,0.05,18135.23132,0.00,ENSP00000216962_ENSG00000100994_ENST00000216962,843,843
ENSP00000361359,ENSG00000101017,ENST00000372285,,35710000,0.11,3.85,6.64,1546967.509,0.06,ENSP00000361359_ENSG00000101017_ENST00000372285;ENSP00000361350_ENSG00000101017_ENST00000372276;ENSP00000434825_ENSG00000101017_ENST00000466205,277,NaN
ENSP00000362909,ENSG00000101079,ENST00000373803,,1682700,0.00,0.13,0.13,65051.54639,0.00,ENSP00000362909_ENSG00000101079_ENST00000373803;ENSP00000345292_ENSG00000101079_ENST00000349004;ENSP00000352703_ENSG00000101079_ENST00000359675;ENSP00000362878_ENSG00000101079_ENST00000373773;ENSP00000442813_ENSG00000101079_ENST00000540765,388,NaN
ENSP00000361892,ENSG00000101109,ENST00000372806,,16085000,0.05,0.57,0.88,924804.9281,0.03,ENSP00000361892_ENSG00000101109_ENST00000372806;ENSP00000361887_ENSG00000101109_ENST00000372801;ENSP00000379957_ENSG00000101109_ENST00000396731;ENSP00000443514_ENSG00000101109_ENST00000499879,487,NaN
ENSP00000217109,ENSG00000101138,ENST00000217109,,195500,0.00,0.08,0.08,8164.965197,0.00,ENSP00000217109_ENSG00000101138_ENST00000217109;ENSP00000387968_ENSG00000101138_ENST00000415828;ENSP00000409035_ENSG00000101138_ENST00000452950,431,NaN
ENSP00000217121,ENSG00000101150,ENST00000217121,,18763000,0.05,0.45,0.83,1147117.904,0.03,ENSP00000217121_ENSG00000101150_ENST00000217121;ENSP00000344647_ENSG00000101150_ENST00000352482;ENSP00000340006_ENSG00000101150_ENST00000351424;ENSP00000343547_ENSG00000101150_ENST00000346249;ENSP00000351350_ENSG00000101150_ENST00000358548;ENSP00000343554_ENSG00000101150_ENST00000348257;ENSP00000358943_ENSG00000101150_ENST00000369927,229,NaN
ENSP00000473290,ENSG00000101158,ENST00000602795,,236990,0.00,0.06,0.06,9495.659432,0.00,ENSP00000473290_ENSG00000101158_ENST00000602795;ENSP00000436783_ENSG00000101158_ENST00000460601;ENSP00000342300_ENSG00000101158_ENST00000344018,599,NaN
ENSP00000266079,ENSG00000101161,ENST00000266079,,1593200,0.01,0.19,0.29,94810.83953,0.01,ENSP00000266079_ENSG00000101161_ENST00000266079;ENSP00000446216_ENSG00000101161_ENST00000535781,941,NaN
ENSP00000359910,ENSG00000101182,ENST00000370873,,18524000,0.21,1.90,4.40,1045725.806,0.09,ENSP00000359910_ENSG00000101182_ENST00000370873;ENSP00000359898_ENSG00000101182_ENST00000370861;ENSP00000311121_ENSG00000154611_ENST00000308268;ENSP00000409284_ENSG00000154611_ENST00000415576;ENSP00000345584_ENSG00000154611_ENST00000343848;ENSP00000397047_ENSG00000101182_ENST00000442551,248,NaN
ENSP00000368684,ENSG00000101265,ENST00000379376,,1017200,0.01,0.06,0.13,56165.64417,0.00,ENSP00000368684_ENSG00000101265_ENST00000379376;ENSP00000368710_ENSG00000101265_ENST00000379400,326,NaN
ENSP00000217244,ENSG00000101266,ENST00000217244,,5942700,0.03,0.58,0.71,273580.5627,0.02,ENSP00000217244_ENSG00000101266_ENST00000217244;ENSP00000339247_ENSG00000101266_ENST00000349736;ENSP00000473553_ENSG00000254598_ENST00000528848;ENSP00000383086_ENSG00000101266_ENST00000400227;ENSP00000383076_ENSG00000101266_ENST00000400217,391,NaN
ENSP00000217254,ENSG00000101276,ENST00000217254,,33052000,0.02,2.14,3.56,493304.9041,0.01,ENSP00000217254_ENSG00000101276_ENST00000217254;ENSP00000371370_ENSG00000101276_ENST00000381944,469,NaN
ENSP00000262544,ENSG00000101310,ENST00000262544,,5090900,0.03,0.60,0.86,252216.4276,0.02,ENSP00000262544_ENSG00000101310_ENST00000262544;ENSP00000338844_ENSG00000101310_ENST00000336714;ENSP00000366685_ENSG00000101310_ENST00000377465;ENSP00000366695_ENSG00000101310_ENST00000377475;ENSP00000403971_ENSG00000101310_ENST00000450074,767,NaN
ENSP00000365012,ENSG00000101336,ENST00000375852,,142220,0.00,0.04,0.04,7840.874525,0.00,ENSP00000365012_ENSG00000101336_ENST00000375852;ENSP00000365022_ENSG00000101336_ENST00000375862;ENSP00000444986_ENSG00000101336_ENST00000534862;ENSP00000429848_ENSG00000101336_ENST00000520553;ENSP00000441169_ENSG00000101336_ENST00000538448;ENSP00000427757_ENSG00000101336_ENST00000518730,526,NaN
ENSP00000370589,ENSG00000101361,ENST00000329276,,1589200,0.01,0.14,0.18,82936.02694,0.01,ENSP00000370589_ENSG00000101361_ENST00000329276;ENSP00000434317_ENSG00000101361_ENST00000467196;ENSP00000403199_ENSG00000101361_ENST00000415272,594,NaN
ENSP00000370223,ENSG00000101365,ENST00000380843,,4608300,0.04,0.48,1.09,251363.6364,0.02,ENSP00000370223_ENSG00000101365_ENST00000380843;ENSP00000370232_ENSG00000101365_ENST00000380851,385,NaN
ENSP00000364721,ENSG00000101367,ENST00000375571,,78281000,0.32,4.18,7.81,4381343.284,0.17,ENSP00000364721_ENSG00000101367_ENST00000375571,268,268
ENSP00000362532,ENSG00000101413,ENST00000373433,,5396200,0.05,0.65,1.04,231739.2638,0.03,ENSP00000362532_ENSG00000101413_ENST00000373433,326,NaN
ENSP00000217402,ENSG00000101421,ENST00000217402,,6988800,0.05,0.85,1.46,436799.1071,0.03,ENSP00000217402_ENSG00000101421_ENST00000217402,224,224
ENSP00000217426,ENSG00000101444,ENST00000217426,,43430000,0.18,2.67,4.69,2010671.296,0.10,ENSP00000217426_ENSG00000101444_ENST00000217426;ENSP00000442820_ENSG00000101444_ENST00000538132,432,NaN
ENSP00000217455,ENSG00000101473,ENST00000217455,,762430,0.05,0.91,2.09,40630.09404,0.02,ENSP00000217455_ENSG00000101473_ENST00000217455;ENSP00000435581_ENSG00000101473_ENST00000461272;ENSP00000434216_ENSG00000101473_ENST00000483141;ENSP00000433923_ENSG00000101473_ENST00000486165;ENSP00000435115_ENSG00000101473_ENST00000488679;ENSP00000431175_ENSG00000101473_ENST00000481938,319,NaN
ENSP00000261601,ENSG00000101557,ENST00000261601,,3032400,0.03,0.31,0.54,153463.5628,0.02,ENSP00000261601_ENSG00000101557_ENST00000261601;ENSP00000383125_ENSG00000101557_ENST00000400266;ENSP00000464447_ENSG00000101557_ENST00000582707;ENSP00000373083_ENSG00000101557_ENST00000383589,494,NaN
ENSP00000382880,ENSG00000101558,ENST00000400000,,17803000,0.07,1.16,1.64,1001004.016,0.05,ENSP00000382880_ENSG00000101558_ENST00000400000;ENSP00000345656_ENSG00000101558_ENST00000340541,249,NaN
ENSP00000326603,ENSG00000101596,ENST00000320876,,28651,0.00,0.08,0.08,1557.605985,0.00,ENSP00000326603_ENSG00000101596_ENST00000320876;ENSP00000261598_ENSG00000101596_ENST00000261598;ENSP00000463049_ENSG00000101596_ENST00000577880,2005,NaN
ENSP00000464359,ENSG00000101608,ENST00000580887,,75758000,0.20,1.90,4.29,4280112.994,0.09,ENSP00000464359_ENSG00000101608_ENST00000580887;ENSP00000237500_ENSG00000118680_ENST00000237500;ENSP00000383037_ENSG00000118680_ENST00000400175;ENSP00000463559_ENSG00000118680_ENST00000581193;ENSP00000464464_ENSG00000118680_ENST00000584539;ENSP00000217652_ENSG00000101608_ENST00000217652;ENSP00000441231_ENSG00000101608_ENST00000536605;ENSP00000462171_ENSG00000101608_ENST00000579226;ENSP00000463614_ENSG00000101608_ENST00000578611,177,NaN
ENSP00000387996,ENSG00000101811,ENST00000415585,,8192100,0.02,0.63,0.76,343048.5762,0.02,ENSP00000387996_ENSG00000101811_ENST00000415585;ENSP00000362063_ENSG00000101811_ENST00000372972;ENSP00000432060_ENSG00000101811_ENST00000475126;ENSP00000332444_ENSG00000177613_ENST00000331173;ENSP00000415705_ENSG00000101811_ENST00000413437,597,NaN
ENSP00000217958,ENSG00000101843,ENST00000217958,,10774000,0.03,0.54,0.76,572079.646,0.02,ENSP00000217958_ENSG00000101843_ENST00000217958;ENSP00000345963_ENSG00000101843_ENST00000340200;ENSP00000361369_ENSG00000101843_ENST00000372295;ENSP00000354906_ENSG00000101843_ENST00000361815;ENSP00000361370_ENSG00000101843_ENST00000372296,226,NaN
ENSP00000217971,ENSG00000101856,ENST00000217971,,1109000,0.02,0.45,0.45,45495.89744,0.02,ENSP00000217971_ENSG00000101856_ENST00000217971;ENSP00000442821_ENSG00000101856_ENST00000535419,195,NaN
ENSP00000381504,ENSG00000101911,ENST00000398491,,9587800,0.07,1.15,2.03,477881.6199,0.04,ENSP00000381504_ENSG00000101911_ENST00000398491;ENSP00000370043_ENSG00000101911_ENST00000380668;ENSP00000361512_ENSG00000147224_ENST00000372435;ENSP00000443185_ENSG00000147224_ENST00000543248;ENSP00000361505_ENSG00000147224_ENST00000372428;ENSP00000361495_ENSG00000147224_ENST00000372418;ENSP00000424595_ENSG00000229937_ENST00000506618;ENSP00000418911_ENSG00000101911_ENST00000461630,321,NaN
ENSP00000365505,ENSG00000102007,ENST00000376327,,34673,0.01,0.46,0.93,1140.526316,0.01,ENSP00000365505_ENSG00000102007_ENST00000376327;ENSP00000470766_ENSG00000269034_ENST00000595824,152,NaN
ENSP00000369427,ENSG00000102054,ENST00000380087,,15875000,0.08,1.49,2.66,597647.0588,0.04,ENSP00000369427_ENSG00000102054_ENST00000380087;ENSP00000386068_ENSG00000102054_ENST00000404022;ENSP00000369424_ENSG00000102054_ENST00000380084,425,NaN
ENSP00000218224,ENSG00000102103,ENST00000218224,,6863800,0.02,0.40,0.53,259011.3208,0.01,ENSP00000218224_ENSG00000102103_ENST00000218224;ENSP00000365747_ENSG00000102103_ENST00000376563;ENSP00000379985_ENSG00000102103_ENST00000396763;ENSP00000391759_ENSG00000102103_ENST00000447146;ENSP00000469772_ENSG00000268142_ENST00000594868;ENSP00000471461_ENSG00000268142_ENST00000600107;ENSP00000472009_ENSG00000268142_ENST00000597699;ENSP00000472506_ENSG00000268142_ENST00000593464;ENSP00000247140_ENSG00000102103_ENST00000247140;ENSP00000365750_ENSG00000102103_ENST00000376566;ENSP00000469504_ENSG00000268142_ENST00000600640;ENSP00000472437_ENSG00000268142_ENST00000601234;ENSP00000393013_ENSG00000102103_ENST00000456306;ENSP00000473080_ENSG00000268142_ENST00000593610,265,NaN
ENSP00000358857,ENSG00000102119,ENST00000369842,,5266900,0.07,0.99,2.09,248830.7087,0.04,ENSP00000358857_ENSG00000102119_ENST00000369842;ENSP00000468971_ENSG00000268557_ENST00000594177;ENSP00000358850_ENSG00000102119_ENST00000369835;ENSP00000469363_ENSG00000268557_ENST00000595414,254,NaN
ENSP00000362413,ENSG00000102144,ENST00000373316,,1867000000,2.67,18.98,47.33,120884892.1,1.07,ENSP00000362413_ENSG00000102144_ENST00000373316;ENSP00000472461_ENSG00000269666_ENST00000597340;ENSP00000444708_ENSG00000102144_ENST00000537456;ENSP00000470986_ENSG00000269666_ENST00000593893;ENSP00000405452_ENSG00000102144_ENST00000442431;ENSP00000472834_ENSG00000269666_ENST00000593375,417,NaN
ENSP00000409154,ENSG00000102309,ENST00000423432,,69333000,0.05,0.34,1.19,4170375.94,0.02,ENSP00000409154_ENSG00000102309_ENST00000423432;ENSP00000421676_ENSG00000102309_ENST00000496835;ENSP00000362773_ENSG00000102309_ENST00000373669;ENSP00000218432_ENSG00000102309_ENST00000218432;ENSP00000394066_ENSG00000102309_ENST00000439980,133,NaN
ENSP00000218439,ENSG00000102316,ENST00000218439,,172490,0.00,0.04,0.08,7969.80198,0.00,ENSP00000218439_ENSG00000102316_ENST00000218439;ENSP00000364193_ENSG00000102316_ENST00000375053;ENSP00000364198_ENSG00000102316_ENST00000375058;ENSP00000364209_ENSG00000102316_ENST00000375068;ENSP00000379526_ENSG00000102316_ENST00000396224;ENSP00000336962_ENSG00000102316_ENST00000347546;ENSP00000364200_ENSG00000102316_ENST00000375060;ENSP00000364202_ENSG00000102316_ENST00000375062,606,NaN
ENSP00000365946,ENSG00000102317,ENST00000376755,,24413000,0.13,3.68,5.95,1243949.045,0.08,ENSP00000365946_ENSG00000102317_ENST00000376755;ENSP00000365950_ENSG00000102317_ENST00000376759;ENSP00000470199_ENSG00000268489_ENST00000598825;ENSP00000471507_ENSG00000268489_ENST00000600134,157,NaN
ENSP00000362456,ENSG00000102390,ENST00000373358,,973350,0.01,0.15,0.15,45952.7897,0.01,ENSP00000362456_ENSG00000102390_ENST00000373358;ENSP00000469946_ENSG00000269056_ENST00000601279,233,NaN
ENSP00000364893,ENSG00000102606,ENST00000375741,,1638700,0.00,0.14,0.14,85708.59278,0.00,ENSP00000364893_ENSG00000102606_ENST00000375741;ENSP00000325994_ENSG00000102606_ENST00000317133;ENSP00000364891_ENSG00000102606_ENST00000375739;ENSP00000359657_ENSG00000102606_ENST00000370623;ENSP00000364889_ENSG00000102606_ENST00000375737;ENSP00000218789_ENSG00000102606_ENST00000218789;ENSP00000364888_ENSG00000102606_ENST00000375736;ENSP00000397068_ENSG00000102606_ENST00000426073;ENSP00000364875_ENSG00000102606_ENST00000375723;ENSP00000418067_ENSG00000102606_ENST00000466143;ENSP00000417596_ENSG00000102606_ENST00000478679,803,NaN
ENSP00000219150,ENSG00000102879,ENST00000219150,,489050000,0.86,16.54,37.74,20155965.29,0.38,ENSP00000219150_ENSG00000102879_ENST00000219150;ENSP00000455552_ENSG00000102879_ENST00000570045;ENSP00000456457_ENSG00000102879_ENST00000565497,461,NaN
ENSP00000219169,ENSG00000102898,ENST00000219169,,76719000,0.27,6.71,11.41,4228661.417,0.16,ENSP00000219169_ENSG00000102898_ENST00000219169;ENSP00000457022_ENSG00000102898_ENST00000568396;ENSP00000457989_ENSG00000102898_ENST00000569436;ENSP00000456428_ENSG00000102898_ENST00000567105,127,NaN
ENSP00000308430,ENSG00000103018,ENST00000307892,,429860000,0.33,5.51,10.79,17194000,0.17,ENSP00000308430_ENSG00000103018_ENST00000307892;ENSP00000423679_ENSG00000103018_ENST00000512062;ENSP00000457848_ENSG00000103018_ENST00000561792;ENSP00000421492_ENSG00000103018_ENST00000515314,150,NaN
ENSP00000219313,ENSG00000103035,ENST00000219313,,20094000,0.10,1.50,2.53,930277.7778,0.06,ENSP00000219313_ENSG00000103035_ENST00000219313;ENSP00000443925_ENSG00000103035_ENST00000540379;ENSP00000457244_ENSG00000103035_ENST00000567958;ENSP00000454999_ENSG00000103035_ENST00000568615,324,NaN
ENSP00000262428,ENSG00000103187,ENST00000262428,,143740000,0.53,4.37,9.64,9110563.38,0.24,ENSP00000262428_ENSG00000103187_ENST00000262428;ENSP00000457033_ENSG00000103187_ENST00000564057,142,NaN
ENSP00000457411,ENSG00000103194,ENST00000570191,,3379900,0.01,0.18,0.26,155935.1621,0.00,ENSP00000457411_ENSG00000103194_ENST00000570191;ENSP00000219473_ENSG00000103194_ENST00000219473,802,NaN
ENSP00000283027,ENSG00000103274,ENST00000283027,,7738900,0.05,1.07,2.03,290209.375,0.03,ENSP00000283027_ENSG00000103274_ENST00000283027;ENSP00000409654_ENSG00000103274_ENST00000433392;ENSP00000461746_ENSG00000103274_ENST00000574334,320,NaN
ENSP00000384361,ENSG00000103275,ENST00000402301,,55308000,0.18,2.87,5.74,2104130.435,0.09,ENSP00000384361_ENSG00000103275_ENST00000402301;ENSP00000324897_ENSG00000103275_ENST00000325437;ENSP00000348056_ENSG00000103275_ENST00000355803;ENSP00000380649_ENSG00000103275_ENST00000397514;ENSP00000380650_ENSG00000103275_ENST00000397515;ENSP00000384568_ENSG00000103275_ENST00000406620;ENSP00000385009_ENSG00000103275_ENST00000403747;ENSP00000457064_ENSG00000103275_ENST00000566587;ENSP00000455893_ENSG00000103275_ENST00000567074;ENSP00000455252_ENSG00000103275_ENST00000566775,184,NaN
ENSP00000398131,ENSG00000103342,ENST00000434724,,8389400,0.02,0.38,0.70,381930.9262,0.01,ENSP00000398131_ENSG00000103342_ENST00000434724;ENSP00000408399_ENSG00000103342_ENST00000439887,637,NaN
ENSP00000219638,ENSG00000103353,ENST00000219638,,644450,0.00,0.09,0.09,27808.63039,0.00,ENSP00000219638_ENSG00000103353_ENST00000219638;ENSP00000379217_ENSG00000103353_ENST00000395878;ENSP00000457713_ENSG00000103353_ENST00000567264;ENSP00000456292_ENSG00000103353_ENST00000567212,533,NaN
ENSP00000458213,ENSG00000103363,ENST00000494946,,8939700,0.06,0.77,1.55,638550,0.03,ENSP00000458213_ENSG00000103363_ENST00000494946;ENSP00000386652_ENSG00000103363_ENST00000409906;ENSP00000387189_ENSG00000103363_ENST00000409477;ENSP00000262306_ENSG00000103363_ENST00000262306;ENSP00000458443_ENSG00000103363_ENST00000572954,140,NaN
ENSP00000219700,ENSG00000103415,ENST00000219700,,4069300,0.02,0.36,0.43,231794.3038,0.02,ENSP00000219700_ENSG00000103415_ENST00000219700;ENSP00000381595_ENSG00000103415_ENST00000398595;ENSP00000385100_ENSG00000103415_ENST00000406590;ENSP00000391637_ENSG00000103415_ENST00000414777;ENSP00000394103_ENSG00000103415_ENST00000458134;ENSP00000459214_ENSG00000103415_ENST00000570646;ENSP00000460926_ENSG00000103415_ENST00000575120;ENSP00000458797_ENSG00000103415_ENST00000575051;ENSP00000458592_ENSG00000103415_ENST00000570445;ENSP00000460992_ENSG00000103415_ENST00000575129;ENSP00000458824_ENSG00000103415_ENST00000576827;ENSP00000461428_ENSG00000103415_ENST00000574466;ENSP00000459445_ENSG00000103415_ENST00000572812,316,NaN
ENSP00000262375,ENSG00000103423,ENST00000262375,,325920,0.00,0.05,0.05,14937.91667,0.00,ENSP00000262375_ENSG00000103423_ENST00000262375;ENSP00000347445_ENSG00000103423_ENST00000355296;ENSP00000393970_ENSG00000103423_ENST00000431375,480,NaN
ENSP00000460885,ENSG00000103426,ENST00000572467,,2947600,0.01,0.24,0.39,112500,0.00,ENSP00000460885_ENSG00000103426_ENST00000572467;ENSP00000251166_ENSG00000262246_ENST00000251166;ENSP00000440460_ENSG00000262246_ENST00000537233;ENSP00000461702_ENSG00000262246_ENST00000574025;ENSP00000458607_ENSG00000103426_ENST00000575334,1048,NaN
ENSP00000247470,ENSG00000103490,ENST00000247470,,1229400,0.02,0.18,0.27,69348.71795,0.01,ENSP00000247470_ENSG00000103490_ENST00000247470;ENSP00000340441_ENSG00000103490_ENST00000350605;ENSP00000455141_ENSG00000103490_ENST00000561508,195,NaN
ENSP00000220003,ENSG00000103653,ENST00000220003,,20764000,0.12,1.47,2.51,1291955.556,0.07,ENSP00000220003_ENSG00000103653_ENST00000220003;ENSP00000414764_ENSG00000103653_ENST00000439220;ENSP00000438808_ENSG00000103653_ENST00000309470;ENSP00000454906_ENSG00000103653_ENST00000567571,450,NaN
ENSP00000220166,ENSG00000103811,ENST00000220166,,11225000,0.05,0.91,1.41,469104.4776,0.03,ENSP00000220166_ENSG00000103811_ENST00000220166;ENSP00000435329_ENSG00000103811_ENST00000528741,335,NaN
ENSP00000261755,ENSG00000103876,ENST00000261755,,10527000,0.04,1.06,1.47,577828.1623,0.03,ENSP00000261755_ENSG00000103876_ENST00000261755;ENSP00000385080_ENSG00000103876_ENST00000407106;ENSP00000453347_ENSG00000103876_ENST00000561421;ENSP00000454271_ENSG00000103876_ENST00000539156;ENSP00000453152_ENSG00000103876_ENST00000558022,419,NaN
ENSP00000220325,ENSG00000103966,ENST00000220325,,4173100,0.03,0.56,0.67,231404.8059,0.03,ENSP00000220325_ENSG00000103966_ENST00000220325,541,541
ENSP00000220496,ENSG00000104129,ENST00000220496,,1648900,0.01,0.26,0.26,81361.84211,0.01,ENSP00000220496_ENSG00000104129_ENST00000220496;ENSP00000452716_ENSG00000104129_ENST00000560645;ENSP00000453298_ENSG00000104129_ENST00000561018;ENSP00000454082_ENSG00000104129_ENST00000559310;ENSP00000473912_ENSG00000104129_ENST00000560065,304,NaN
ENSP00000261868,ENSG00000104131,ENST00000261868,,8260700,0.02,0.28,0.42,448255.814,0.02,ENSP00000261868_ENSG00000104131_ENST00000261868;ENSP00000414548_ENSG00000104131_ENST00000424492;ENSP00000440221_ENSG00000104131_ENST00000535391,258,NaN
ENSP00000220764,ENSG00000104325,ENST00000220764,,45420000,0.11,1.33,2.10,2982805.97,0.07,ENSP00000220764_ENSG00000104325_ENST00000220764;ENSP00000429779_ENSG00000104325_ENST00000522161;ENSP00000427936_ENSG00000104325_ENST00000517761;ENSP00000430561_ENSG00000104325_ENST00000519410;ENSP00000429096_ENSG00000104325_ENST00000520227;ENSP00000430759_ENSG00000104325_ENST00000518725,335,NaN
ENSP00000262646,ENSG00000104388,ENST00000262646,,6383400,0.04,0.52,0.69,421547.1698,0.03,ENSP00000262646_ENSG00000104388_ENST00000262646;ENSP00000431846_ENSG00000104388_ENST00000531289,212,NaN
ENSP00000220849,ENSG00000104408,ENST00000220849,,1168400,0.04,0.50,0.73,73519.10112,0.02,ENSP00000220849_ENSG00000104408_ENST00000220849;ENSP00000428796_ENSG00000104408_ENST00000519030;ENSP00000430152_ENSG00000104408_ENST00000521440;ENSP00000430678_ENSG00000104408_ENST00000518345,445,NaN
