GO_TERM	FULL_NAME
GO:0014848	urinary tract smooth muscle contraction
GO:0014850	response to muscle activity
GO:0014854	response to inactivity
GO:0014855	striated muscle cell proliferation
GO:0014856	skeletal muscle cell proliferation
GO:0014866	skeletal myofibril assembly
GO:0014870	response to muscle inactivity
GO:0014874	response to stimulus involved in regulation of muscle adaptation
GO:0014877	response to muscle inactivity involved in regulation of muscle adaptation
GO:0014878	response to electrical stimulus involved in regulation of muscle adaptation
GO:0014883	transition between fast and slow fiber
GO:0014887	cardiac muscle adaptation
GO:0014888	striated muscle adaptation
GO:0014889	muscle atrophy
GO:0014891	striated muscle atrophy
GO:0014894	response to denervation involved in regulation of muscle adaptation
GO:0014895	smooth muscle hypertrophy
GO:0014896	muscle hypertrophy
GO:0014897	striated muscle hypertrophy
GO:0014898	cardiac muscle hypertrophy in response to stress
GO:0014902	myotube differentiation
GO:0014904	myotube cell development
GO:0014909	smooth muscle cell migration
GO:0014910	regulation of smooth muscle cell migration
GO:0014911	positive regulation of smooth muscle cell migration
GO:0014912	negative regulation of smooth muscle cell migration
GO:0014916	regulation of lung blood pressure
GO:0015002	heme-copper terminal oxidase activity
GO:0015012	heparan sulfate proteoglycan biosynthetic process
GO:0015014	heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process
GO:0015015	heparan sulfate proteoglycan biosynthetic process, enzymatic modification
GO:0015016	[heparan sulfate]-glucosamine N-sulfotransferase activity
GO:0015018	galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity
GO:0015019	heparan-alpha-glucosaminide N-acetyltransferase activity
GO:0015020	glucuronosyltransferase activity
GO:0015026	coreceptor activity
GO:0015030	Cajal body
GO:0015031	protein transport
GO:0015035	protein disulfide oxidoreductase activity
GO:0015036	disulfide oxidoreductase activity
GO:0015037	peptide disulfide oxidoreductase activity
GO:0015038	glutathione disulfide oxidoreductase activity
GO:0015039	NADPH-adrenodoxin reductase activity
GO:0015057	thrombin receptor activity
GO:0015067	amidinotransferase activity
GO:0015068	glycine amidinotransferase activity
GO:0015074	DNA integration
GO:0015075	ion transmembrane transporter activity
GO:0015077	monovalent inorganic cation transmembrane transporter activity
GO:0015078	hydrogen ion transmembrane transporter activity
GO:0015079	potassium ion transmembrane transporter activity
GO:0015081	sodium ion transmembrane transporter activity
GO:0015085	calcium ion transmembrane transporter activity
GO:0015086	cadmium ion transmembrane transporter activity
GO:0015087	cobalt ion transmembrane transporter activity
GO:0015093	ferrous iron transmembrane transporter activity
GO:0015094	lead ion transmembrane transporter activity
GO:0015095	magnesium ion transmembrane transporter activity
GO:0015099	nickel cation transmembrane transporter activity
GO:0015100	vanadium ion transmembrane transporter activity
GO:0015101	organic cation transmembrane transporter activity
GO:0015103	inorganic anion transmembrane transporter activity
GO:0015105	arsenite transmembrane transporter activity
GO:0015106	bicarbonate transmembrane transporter activity
GO:0015108	chloride transmembrane transporter activity
GO:0015114	phosphate ion transmembrane transporter activity
GO:0015116	sulfate transmembrane transporter activity
GO:0015125	bile acid transmembrane transporter activity
GO:0015130	mevalonate transmembrane transporter activity
GO:0015136	sialic acid transmembrane transporter activity
GO:0015137	citrate transmembrane transporter activity
GO:0015140	malate transmembrane transporter activity
GO:0015142	tricarboxylic acid transmembrane transporter activity
GO:0015144	carbohydrate transmembrane transporter activity
GO:0015145	monosaccharide transmembrane transporter activity
GO:0015149	hexose transmembrane transporter activity
GO:0015165	pyrimidine nucleotide-sugar transmembrane transporter activity
GO:0015166	polyol transmembrane transporter activity
GO:0015168	glycerol transmembrane transporter activity
GO:0015171	amino acid transmembrane transporter activity
GO:0015172	acidic amino acid transmembrane transporter activity
GO:0015174	basic amino acid transmembrane transporter activity
GO:0015175	neutral amino acid transmembrane transporter activity
GO:0015179	L-amino acid transmembrane transporter activity
GO:0015180	L-alanine transmembrane transporter activity
GO:0015181	arginine transmembrane transporter activity
GO:0015182	L-asparagine transmembrane transporter activity
GO:0015183	L-aspartate transmembrane transporter activity
GO:0015184	L-cystine transmembrane transporter activity
GO:0015186	L-glutamine transmembrane transporter activity
GO:0015187	glycine transmembrane transporter activity
GO:0015189	L-lysine transmembrane transporter activity
GO:0015190	L-leucine transmembrane transporter activity
GO:0015191	L-methionine transmembrane transporter activity
GO:0015193	L-proline transmembrane transporter activity
GO:0015194	L-serine transmembrane transporter activity
GO:0015195	L-threonine transmembrane transporter activity
GO:0015197	peptide transporter activity
GO:0015198	oligopeptide transporter activity
GO:0015199	amino-acid betaine transmembrane transporter activity
GO:0015205	nucleobase transmembrane transporter activity
GO:0015207	adenine transmembrane transporter activity
GO:0015211	purine nucleoside transmembrane transporter activity
GO:0015215	nucleotide transmembrane transporter activity
GO:0015216	purine nucleotide transmembrane transporter activity
GO:0015217	ADP transmembrane transporter activity
GO:0015220	choline transmembrane transporter activity
GO:0015222	serotonin transmembrane transporter activity
GO:0015226	carnitine transmembrane transporter activity
GO:0015228	coenzyme A transmembrane transporter activity
GO:0015229	L-ascorbic acid transporter activity
GO:0015230	FAD transmembrane transporter activity
GO:0015232	heme transporter activity
GO:0015234	thiamine transmembrane transporter activity
GO:0015238	drug transmembrane transporter activity
GO:0015245	fatty acid transporter activity
GO:0015247	aminophospholipid transporter activity
GO:0015248	sterol transporter activity
GO:0015250	water channel activity
GO:0015252	hydrogen ion channel activity
GO:0015254	glycerol channel activity
GO:0015266	protein channel activity
GO:0015267	channel activity
GO:0015269	calcium-activated potassium channel activity
GO:0015271	outward rectifier potassium channel activity
GO:0015276	ligand-gated ion channel activity
GO:0015278	calcium-release channel activity
GO:0015279	store-operated calcium channel activity
GO:0015288	porin activity
GO:0015291	secondary active transmembrane transporter activity
GO:0015292	uniporter activity
GO:0015293	symporter activity
GO:0015294	solute:cation symporter activity
GO:0015295	solute:hydrogen symporter activity
GO:0015296	anion:cation symporter activity
GO:0015297	antiporter activity
GO:0015298	solute:cation antiporter activity
GO:0015299	solute:hydrogen antiporter activity
GO:0015301	anion:anion antiporter activity
GO:0015320	phosphate ion carrier activity
GO:0015326	cationic amino acid transmembrane transporter activity
GO:0015327	cystine:glutamate antiporter activity
GO:0015328	cystine secondary active transmembrane transporter activity
GO:0015350	methotrexate transporter activity
GO:0015355	secondary active monocarboxylate transmembrane transporter activity
GO:0015367	oxoglutarate:malate antiporter activity
GO:0015368	calcium:cation antiporter activity
GO:0015370	solute:sodium symporter activity
GO:0015377	cation:chloride symporter activity
GO:0015379	potassium:chloride symporter activity
GO:0015385	sodium:hydrogen antiporter activity
GO:0015386	potassium:hydrogen antiporter activity
GO:0015399	primary active transmembrane transporter activity
GO:0015403	thiamine uptake transmembrane transporter activity
GO:0015405	P-P-bond-hydrolysis-driven transmembrane transporter activity
GO:0015410	manganese-transporting ATPase activity
GO:0015421	oligopeptide-transporting ATPase activity
GO:0015439	heme-transporting ATPase activity
GO:0015440	peptide-transporting ATPase activity
GO:0015450	P-P-bond-hydrolysis-driven protein transmembrane transporter activity
GO:0015459	potassium channel regulator activity
GO:0015464	acetylcholine receptor activity
GO:0015485	cholesterol binding
GO:0015491	cation:cation antiporter activity
GO:0015501	glutamate:sodium symporter activity
GO:0015556	C4-dicarboxylate transmembrane transporter activity
GO:0015562	efflux transmembrane transporter activity
GO:0015563	uptake transmembrane transporter activity
GO:0015578	mannose transmembrane transporter activity
GO:0015605	organophosphate ester transmembrane transporter activity
GO:0015607	fatty-acyl-CoA transporter activity
GO:0015629	actin cytoskeleton
GO:0015630	microtubule cytoskeleton
GO:0015631	tubulin binding
GO:0015643	toxic substance binding
GO:0015645	fatty acid ligase activity
GO:0015651	quaternary ammonium group transmembrane transporter activity
GO:0015658	branched-chain amino acid transmembrane transporter activity
GO:0015662	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism
GO:0015665	alcohol transmembrane transporter activity
GO:0015669	gas transport
GO:0015670	carbon dioxide transport
GO:0015671	oxygen transport
GO:0015672	monovalent inorganic cation transport
GO:0015675	nickel cation transport
GO:0015676	vanadium ion transport
GO:0015677	copper ion import
GO:0015680	intracellular copper ion transport
GO:0015682	ferric iron transport
GO:0015684	ferrous iron transport
GO:0015691	cadmium ion transport
GO:0015692	lead ion transport
GO:0015693	magnesium ion transport
GO:0015695	organic cation transport
GO:0015696	ammonium transport
GO:0015697	quaternary ammonium group transport
GO:0015698	inorganic anion transport
GO:0015701	bicarbonate transport
GO:0015711	organic anion transport
GO:0015712	hexose phosphate transport
GO:0015718	monocarboxylic acid transport
GO:0015721	bile acid and bile salt transport
GO:0015728	mevalonate transport
GO:0015732	prostaglandin transport
GO:0015734	taurine transport
GO:0015739	sialic acid transport
GO:0015740	C4-dicarboxylate transport
GO:0015742	alpha-ketoglutarate transport
GO:0015746	citrate transport
GO:0015748	organophosphate ester transport
GO:0015749	monosaccharide transport
GO:0015755	fructose transport
GO:0015758	glucose transport
GO:0015760	glucose-6-phosphate transport
GO:0015780	nucleotide-sugar transport
GO:0015781	pyrimidine nucleotide-sugar transport
GO:0015782	CMP-N-acetylneuraminate transport
GO:0015785	UDP-galactose transport
GO:0015787	UDP-glucuronic acid transport
GO:0015788	UDP-N-acetylglucosamine transport
GO:0015789	UDP-N-acetylgalactosamine transport
GO:0015790	UDP-xylose transport
GO:0015791	polyol transport
GO:0015798	myo-inositol transport
GO:0015800	acidic amino acid transport
GO:0015801	aromatic amino acid transport
GO:0015802	basic amino acid transport
GO:0015803	branched-chain amino acid transport
GO:0015804	neutral amino acid transport
GO:0015805	S-adenosyl-L-methionine transport
GO:0015807	L-amino acid transport
